name,recclass,mass (g),fall,date,year,reclat,reclong
LaPaz Icefield 02339,LL5,169.39,Found,1/1/2002,2002,-86.36667,-70
LaPaz Icefield 02332,L5,168.8,Found,1/1/2002,2002,-86.36667,-70
Northwest Africa 1772,L5,168.4,Found,1/1/2002,2002,,
LaPaz Icefield 02373,LL5,167.97,Found,1/1/2002,2002,-86.36667,-70
Sandford Cliffs 03494,H5,167.4,Found,1/1/2002,2002,,
MacAlpine Hills 02741,H5,167.09,Found,1/1/2002,2002,,
Northwest Africa 1468,H5/6,167,Found,1/1/2002,2002,,
Grove Mountains 020039,L5,166.1,Found,1/1/2002,2002,-73.16306,75.05472
Dhofar 943,L5,166,Found,1/1/2002,2002,19.05167,54.765
Northwest Africa 1704,H5,166,Found,1/1/2002,2002,,
Northwest Africa 4184,L6,166,Found,1/1/2002,2002,,
Sandford Cliffs 03491,L5,165.8,Found,1/1/2002,2002,,
LaPaz Icefield 02337,L4,164.8,Found,1/1/2002,2002,-86.36667,-70
Northwest Africa 1547,LL4,164.5,Found,1/1/2002,2002,,
Northwest Africa 2013,L5,163.8,Found,1/1/2002,2002,,
Northwest Africa 6116,CR,163,Found,1/1/2002,2002,0,0
LaPaz Icefield 02380,H6,162.78,Found,1/1/2002,2002,-86.36667,-70
LaPaz Icefield 02256,L5,162.77,Found,1/1/2002,2002,-86.36667,-70
Acfer 355,LL5,161,Found,1/1/2002,2002,27.58967,3.781
Northwest Africa 4185,L4,159,Found,1/1/2002,2002,,
MacAlpine Hills 02542,H5,158.07,Found,1/1/2002,2002,,
Dhofar 948,L5,158,Found,1/1/2002,2002,19.39833,54.595
Northwest Africa 2097,LL(L)3,158,Found,1/1/2002,2002,,
MacAlpine Hills 02838,L5,157.2,Found,1/1/2002,2002,-84.21667,160.5
Northwest Africa 3008,Acapulcoite,157,Found,1/1/2002,2002,,
MacAlpine Hills 02918,L4,156.95,Found,1/1/2002,2002,,
Northwest Africa 6337,L6,156.7,Found,1/1/2002,2002,0,0
Tanezrouft 059,L5,156.4,Found,1/1/2002,2002,25.21667,0.21667
Dhofar 330,L4,156,Found,1/1/2002,2002,19.38167,54.59333
Jiddat al Harasis 204,Mesosiderite,155.94,Found,1/1/2002,2002,19.98587,56.40808
Dhofar 1006,L6,155.67,Found,1/1/2002,2002,18.54293,54.00107
Northwest Africa 1491,H4,155,Found,1/1/2002,2002,,
LaPaz Icefield 02220,LL5,154.3,Found,1/1/2002,2002,-86.36667,-70
Northwest Africa 5414,H5,153.9,Found,1/1/2002,2002,0,0
Jiddat al Harasis 403,Mesosiderite,153.278,Found,1/1/2002,2002,19.97568,56.41903
Northwest Africa 6338,L4,153.1,Found,1/1/2002,2002,0,0
Sandford Cliffs 03499,LL5,152.2,Found,1/1/2002,2002,,
Northwest Africa 1904,H5,152,Found,1/1/2002,2002,,
Tanezrouft 056,H6,151.1,Found,1/1/2002,2002,25.48333,0.15
Northwest Africa 1176,L5,150,Found,1/1/2002,2002,,
Northwest Africa 3072,H4,150,Found,1/1/2002,2002,,
MacAlpine Hills 02922,LL5,149.16,Found,1/1/2002,2002,,
Sayh al Uhaymir 229,H6,149,Found,1/1/2002,2002,20.50772,57.15127
MacAlpine Hills 02832,H5,148.1,Found,1/1/2002,2002,-84.21667,160.5
Northwest Africa 1493,L6,148,Found,1/1/2002,2002,,
Northwest Africa 1706,L6,148,Found,1/1/2002,2002,,
Northwest Africa 1891,H5,148,Found,1/1/2002,2002,,
Dominion Range 03200,L5,147.8,Found,1/1/2002,2002,,
Northwest Africa 3068,L3,147.8,Found,1/1/2002,2002,,
Northwest Africa 3060,L6,147.2,Found,1/1/2002,2002,,
Pecora Escarpment 02074,LL5,147.03,Found,1/1/2002,2002,-85.63333,-68.7
LaPaz Icefield 02260,LL5,144.88,Found,1/1/2002,2002,-86.36667,-70
Dhofar 1012,L6,144.87,Found,1/1/2002,2002,18.55492,54.0293
Dominion Range 03199,H5,143.9,Found,1/1/2002,2002,,
MacAlpine Hills 02831,H5,142.6,Found,1/1/2002,2002,-84.21667,160.5
Sayh al Uhaymir 143,L4,142.43,Found,1/1/2002,2002,21.05703,57.29972
Dominion Range 03196,LL6,142.3,Found,1/1/2002,2002,,
LaPaz Icefield 02266,LL4,141.88,Found,1/1/2002,2002,-86.36667,-70
Northwest Africa 2008,L5,141.8,Found,1/1/2002,2002,,
Dhofar 743,L6,141,Found,1/1/2002,2002,19.19333,54.70167
Northwest Africa 1494,H5,141,Found,1/1/2002,2002,,
MacAlpine Hills 02747,EL4,140.71,Found,1/1/2002,2002,,
Acfer 343,H3-5,140,Found,1/1/2002,2002,27.619722,4.265
Northwest Africa 3067,H4,140,Found,1/1/2002,2002,,
Jiddat al Harasis 397,H4,139.088,Found,1/1/2002,2002,19.96807,56.42157
LaPaz Icefield 02223,LL5,138.8,Found,1/1/2002,2002,-86.36667,-70
Northwest Africa 1274,H5,138.4,Found,1/1/2002,2002,,
Acfer 361,H4,138,Found,1/1/2002,2002,27.42958,3.87135
MacAlpine Hills 02543,LL5,137.95,Found,1/1/2002,2002,,
Sayh al Uhaymir 205,L6,137.8,Found,1/1/2002,2002,20.004,56.76202
Sayh al Uhaymir 142,L4,137.36,Found,1/1/2002,2002,21.04264,57.29767
Dominion Range 03243,H5,136.9,Found,1/1/2002,2002,,
MacAlpine Hills 02508,H5,136.77,Found,1/1/2002,2002,,
Queen Alexandra Range 02110,H5,136.62,Found,1/1/2002,2002,-84,168
Northwest Africa 2011,L4,136.5,Found,1/1/2002,2002,,
Northwest Africa 4186,H4,136.5,Found,1/1/2002,2002,,
LaPaz Icefield 02374,L5,135.96,Found,1/1/2002,2002,-86.36667,-70
Sayh al Uhaymir 144,L5,135.2,Found,1/1/2002,2002,21.00742,57.26658
LaPaz Icefield 02334,LL6,135.09,Found,1/1/2002,2002,-86.36667,-70
Northwest Africa 2263,L6,135,Found,1/1/2002,2002,27.81667,-7.83333
Pecora Escarpment 01031,L5,134.6,Found,1/1/2002,2002,-85.65352,-68.65107
MacAlpine Hills 02833,H3.7,134.1,Found,1/1/2002,2002,-84.21667,160.5
Northwest Africa 2068,R3.8,134,Found,1/1/2002,2002,,
MacAlpine Hills 02630,H5,133.4,Found,1/1/2002,2002,-84.21667,160.5
LaPaz Icefield 02257,LL5,132.33,Found,1/1/2002,2002,-86.36667,-70
Northwest Africa 3129,Eucrite,132.1,Found,1/1/2002,2002,,
Acfer 341,L3,132,Found,1/1/2002,2002,27.46667,3.83333
Acfer 376,H6,132,Found,1/1/2002,2002,27.6395,3.935
Acfer 377,L4,132,Found,1/1/2002,2002,27.6625,3.97683
Dhofar 744,H6,132,Found,1/1/2002,2002,19.26,54.805
Sayh al Uhaymir 148,L4,131.5,Found,1/1/2002,2002,21.03908,57.31017
LaPaz Icefield 02333,CM2,131.4,Found,1/1/2002,2002,-86.36667,-70
LaPaz Icefield 02377,LL5,130.5,Found,1/1/2002,2002,-86.36667,-70
Pecora Escarpment 01032,L5,130.1,Found,1/1/2002,2002,-85.65555,-68.65638
Tanezrouft 073,L6,130,Found,1/1/2002,2002,24.424,0.12233
Northwest Africa 1999,H4,129.2,Found,1/1/2002,2002,,
Acfer 370,Chondrite-ung,129,Found,1/1/2002,2002,27.6725,4.35667
Northwest Africa 1645,Mesosiderite-B,129,Found,1/1/2002,2002,,
Acfer 373,H5,128,Found,1/1/2002,2002,26.62583,3.94433
Sayh al Uhaymir 188,EL4,127.92,Found,1/1/2002,2002,20.5877,57.09752
LaPaz Icefield 02246,LL5,127.4,Found,1/1/2002,2002,-86.36667,-70
Acfer 368,H4,126,Found,1/1/2002,2002,27.68883,4.386
Dhofar 839,H5,126,Found,1/1/2002,2002,18.52833,54.00333
Dhofar 840,H4,126,Found,1/1/2002,2002,19.34167,54.56
MacAlpine Hills 02834,H6,125.4,Found,1/1/2002,2002,-84.21667,160.5
Northwest Africa 2213,EL6,125,Found,1/1/2002,2002,,
Northwest Africa 1662,L6,124.6,Found,1/1/2002,2002,,
MacAlpine Hills 02492,H5,124.45,Found,1/1/2002,2002,,
Northwest Africa 1557,L/LL6,124,Found,1/1/2002,2002,,
Northwest Africa 2099,H4/5,124,Found,1/1/2002,2002,,
Northwest Africa 2242,LL6,124,Found,1/1/2002,2002,,
Northwest Africa 1661,L3/4,123.4,Found,1/1/2002,2002,,
Jiddat al Harasis 086,H6,123.34,Found,1/1/2002,2002,19.72395,55.7939
Queen Alexandra Range 02163,H6,122.62,Found,1/1/2002,2002,-84,168
Jiddat al Harasis 396,LL5,122.595,Found,1/1/2002,2002,19.99542,56.39193
LaPaz Icefield 02411,LL5,122.46,Found,1/1/2002,2002,-86.36667,-70
Acfer 369,H4,122,Found,1/1/2002,2002,27.667,4.64833
Northwest Africa 1251,H5/6,122,Found,1/1/2002,2002,,
Northwest Africa 4342,L5,122,Found,1/1/2002,2002,,
Shişr 040,L4-5,121.41,Found,1/1/2002,2002,18.54777,53.95012
Northwest Africa 4187,LL5,120.5,Found,1/1/2002,2002,,
Acfer 356,EL6,120,Found,1/1/2002,2002,27.61233,4.5285
Northwest Africa 1259,L3.8-6,120,Found,1/1/2002,2002,,
Northwest Africa 2878,L4,120,Found,1/1/2002,2002,,
Northwest Africa 4188,L3-4,120,Found,1/1/2002,2002,,
LaPaz Icefield 02251,L4,119.03,Found,1/1/2002,2002,-86.36667,-70
Northwest Africa 1469,H5/6,119,Found,1/1/2002,2002,,
LaPaz Icefield 02261,LL5,118.3,Found,1/1/2002,2002,-86.36667,-70
Acfer 374,CO3,118,Found,1/1/2002,2002,26.60867,4.053
Northwest Africa 1261,L5,118,Found,1/1/2002,2002,,
Dominion Range 03202,L5,116.3,Found,1/1/2002,2002,,
Dominion Range 03203,L5,116.2,Found,1/1/2002,2002,,
Northwest Africa 1998,H4/5,116,Found,1/1/2002,2002,,
Al Huqf 003,L4,115.42,Found,1/1/2002,2002,19.50695,57.11952
Northwest Africa 1892,L6,115,Found,1/1/2002,2002,,
Dominion Range 03201,L3,114.6,Found,1/1/2002,2002,,
LaPaz Icefield 02254,H5,114.6,Found,1/1/2002,2002,-86.36667,-70
Sandford Cliffs 03495,L5,114.5,Found,1/1/2002,2002,,
Northwest Africa 3065,L6,114.3,Found,1/1/2002,2002,,
Dhofar 956,L4,114,Found,1/1/2002,2002,19.21667,54.65667
Northwest Africa 2335,H3.05,114,Found,1/1/2002,2002,0,0
Pecora Escarpment 02077,LL6,113.92,Found,1/1/2002,2002,-85.63333,-68.7
Dhofar 942,L5,113,Found,1/1/2002,2002,19.16667,54.40333
Northwest Africa 1577,L6,112,Found,1/1/2002,2002,,
Sayh al Uhaymir 085,CV3,112,Found,1/1/2002,2002,21.06833,57.27
Northwest Africa 1467,H4,111,Found,1/1/2002,2002,,
Dominion Range 03208,LL5,110.5,Found,1/1/2002,2002,,
MacAlpine Hills 02839,EL3,110.4,Found,1/1/2002,2002,-84.21667,160.5
Northwest Africa 1705,L5,110,Found,1/1/2002,2002,,
Northwest Africa 4189,L5,110,Found,1/1/2002,2002,,
LaPaz Icefield 02375,LL5,109.91,Found,1/1/2002,2002,-86.36667,-70
Northwest Africa 1897,LL5,109,Found,1/1/2002,2002,,
LaPaz Icefield 02300,LL5,108.45,Found,1/1/2002,2002,-86.36667,-70
LaPaz Icefield 02245,LL5,108.35,Found,1/1/2002,2002,-86.36667,-70
Sandford Cliffs 03497,LL5,108.3,Found,1/1/2002,2002,,
Dhofar 730,Lunar (anorth),108,Found,1/1/2002,2002,19.325,54.79167
Sayh al Uhaymir 150,Martian (shergottite),107.7,Found,1/1/2002,2002,20.99203,57.31992
Tanezrouft 071,L5,107,Found,1/1/2002,2002,25.26667,0.1
Pecora Escarpment 02026,LL6,106.79,Found,1/1/2002,2002,-85.63333,-68.7
MacAlpine Hills 02920,L4,106.68,Found,1/1/2002,2002,,
LaPaz Icefield 02244,LL5,106.46,Found,1/1/2002,2002,-86.36667,-70
LaPaz Icefield 02241,LL5,106,Found,1/1/2002,2002,-86.36667,-70
Northwest Africa 4190,L5,105.5,Found,1/1/2002,2002,,
Dhofar 931,L6,105,Found,1/1/2002,2002,19.105,54.81833
Dominion Range 03247,H5,104.6,Found,1/1/2002,2002,,
Northwest Africa 2024,H5,104.1,Found,1/1/2002,2002,0,0
Northwest Africa 1853,H3,104.1,Found,1/1/2002,2002,,
Northwest Africa 2182,H5/6,104,Found,1/1/2002,2002,,
LaPaz Icefield 02341,H6,103.66,Found,1/1/2002,2002,-86.36667,-70
LaPaz Icefield 02376,LL5,103.63,Found,1/1/2002,2002,-86.36667,-70
Northwest Africa 1825,L5,103.4,Found,1/1/2002,2002,,
Sayh al Uhaymir 153,L4/5,103.28,Found,1/1/2002,2002,21.038,57.29283
MacAlpine Hills 02632,H6,102.9,Found,1/1/2002,2002,-84.21667,160.5
Northwest Africa 1805,L6,102.4,Found,1/1/2002,2002,,
Dhofar 863,L5,102,Found,1/1/2002,2002,19.38333,54.59333
Northwest Africa 1248,L3.8-6,102,Found,1/1/2002,2002,,
Northwest Africa 4191,L4,102,Found,1/1/2002,2002,,
MacAlpine Hills 02671,H5,101.39,Found,1/1/2002,2002,,
Ramlat as Sahmah 265,L3,101.15,Found,1/1/2002,2002,20.02968,56.4332
Acfer 382,H5,101,Found,1/1/2002,2002,27.63333,3.93333
Dhofar 841,H6,100,Found,1/1/2002,2002,18.63,54.05
Sayh al Uhaymir 126,L6,100,Found,1/1/2002,2002,20.98,57.33333
MacAlpine Hills 02459,H6,99.25,Found,1/1/2002,2002,,
Northwest Africa 1803,H5,98.5,Found,1/1/2002,2002,,
Pecora Escarpment 02027,LL5,98.44,Found,1/1/2002,2002,-85.63333,-68.7
Jiddat al Harasis 209,Mesosiderite,98.37,Found,1/1/2002,2002,19.98662,56.41843
Dhofar 733,Lunar (anorth),98,Found,1/1/2002,2002,18.58833,54.23
MacAlpine Hills 02540,LL6,97.97,Found,1/1/2002,2002,,
MacAlpine Hills 02461,L5,97.41,Found,1/1/2002,2002,,
MacAlpine Hills 02874,L5,96.76,Found,1/1/2002,2002,,
Pecora Escarpment 02076,L5,96.65,Found,1/1/2002,2002,-85.63333,-68.7
MacAlpine Hills 02539,LL6,96.6,Found,1/1/2002,2002,-84.21667,160.5
MacAlpine Hills 02916,L5,96.38,Found,1/1/2002,2002,,
Dar al Gani 985,L6,96,Found,1/1/2002,2002,26.97333,16.54167
Northwest Africa 2185,H4,96,Found,1/1/2002,2002,,
Northwest Africa 4192,L5,96,Found,1/1/2002,2002,,
Dominion Range 03263,LL6,95.3,Found,1/1/2002,2002,,
Northwest Africa 1266,L3.8,95.2,Found,1/1/2002,2002,,
Dominion Range 03241,LL6,95,Found,1/1/2002,2002,,
Northwest Africa 1700,L5,95,Found,1/1/2002,2002,,
Sayh al Uhaymir 090,Martian (shergottite),94.84,Found,1/1/2002,2002,21,57.32
LaPaz Icefield 02255,LL5,94.8,Found,1/1/2002,2002,-86.36667,-70
LaPaz Icefield 02250,LL5,94.3,Found,1/1/2002,2002,-86.36667,-70
Northwest Africa 1271,L6,94.2,Found,1/1/2002,2002,,
Northwest Africa 2020,L5,94.2,Found,1/1/2002,2002,,
Sayh al Uhaymir 226,H6,93.47,Found,1/1/2002,2002,20.06255,56.95327
Sandford Cliffs 03496,LL5,93.3,Found,1/1/2002,2002,,
Dominion Range 03204,L5,93.2,Found,1/1/2002,2002,,
LaPaz Icefield 02263,LL5,92.22,Found,1/1/2002,2002,-86.36667,-70
MacAlpine Hills 02569,H5,92.13,Found,1/1/2002,2002,,
Northwest Africa 1252,H5/6,92,Found,1/1/2002,2002,,
Queen Alexandra Range 02161,L5,91.44,Found,1/1/2002,2002,-84,168
Dominion Range 03244,LL5,91.3,Found,1/1/2002,2002,,
Dominion Range 03248,LL5,90,Found,1/1/2002,2002,,
Jiddat al Harasis 399,H4,90,Found,1/1/2002,2002,19.96977,56.41743
Northwest Africa 2070,H4,90,Found,1/1/2002,2002,,
Sayh al Uhaymir 111,H6,90,Found,1/1/2002,2002,20.985,57.29667
Northwest Africa 3062,L6,88.9,Found,1/1/2002,2002,,
LaPaz Icefield 02378,LL6,88.69,Found,1/1/2002,2002,-86.36667,-70
Northwest Africa 2012,L5,88.3,Found,1/1/2002,2002,,
Sahara 02029,Winonaite,88,Found,1/1/2002,2002,,
Sayh al Uhaymir 151,L4/5,87.9,Found,1/1/2002,2002,21.03722,57.29019
Northwest Africa 4853,H5,87.8,Found,1/1/2002,2002,,
MacAlpine Hills 02549,LL5,87.24,Found,1/1/2002,2002,,
Sayh al Uhaymir 147,H/L4,87,Found,1/1/2002,2002,21.04636,57.31033
Sayh al Uhaymir 476,L5,86.472,Found,1/1/2002,2002,20.2454,56.51588
Sayh al Uhaymir 218,L4,86.33,Found,1/1/2002,2002,20.44247,57.23295
Dhofar 1312,L/LL4,86,Found,1/1/2002,2002,19.105,54.84333
Dhofar 944,H5,86,Found,1/1/2002,2002,19.24333,54.53667
Northwest Africa 1925,Eucrite,86,Found,1/1/2002,2002,,
Northwest Africa 4572,LL3,86,Found,1/1/2002,2002,,
LaPaz Icefield 02336,CM2,85.56,Found,1/1/2002,2002,-86.36667,-70
LaPaz Icefield 02379,LL6,85.51,Found,1/1/2002,2002,-86.36667,-70
Northwest Africa 1490,L6,85.4,Found,1/1/2002,2002,,
Dominion Range 03264,L5,83.3,Found,1/1/2002,2002,,
Dominion Range 03237,H6,83.1,Found,1/1/2002,2002,,
Northwest Africa 1693,H5,83,Found,1/1/2002,2002,,
Northwest Africa 2184,H3-5,83,Found,1/1/2002,2002,,
Queen Alexandra Range 02164,H5,82.82,Found,1/1/2002,2002,-84,168
Dar al Gani 992,L6,82,Found,1/1/2002,2002,27.36417,16.28033
Sayh al Uhaymir 128,H6,82,Found,1/1/2002,2002,20.99833,57.315
Jiddat al Harasis 402,H5,81.638,Found,1/1/2002,2002,19.99937,56.4071
Dhofar 309,Lunar (anorth),81.3,Found,1/1/2002,2002,19.32667,54.78833
MacAlpine Hills 02875,H5,80.85,Found,1/1/2002,2002,,
Northwest Africa 1663,H5,80.1,Found,1/1/2002,2002,,
Northwest Africa 1264,L4-6,80,Found,1/1/2002,2002,,
Northwest Africa 1776,CR2,80,Found,1/1/2002,2002,,
Northwest Africa 3076,H6/7,80,Found,1/1/2002,2002,,
Northwest Africa 4350,L5,80,Found,1/1/2002,2002,,
Northwest Africa 6490,H5,80,Found,1/1/2002,2002,0,0
Dominion Range 03211,L5,79.9,Found,1/1/2002,2002,,
Sahara 02502,CO3.4,79.47,Found,1/1/2002,2002,,
Northwest Africa 6138,LL3.7,79.31,Found,1/1/2002,2002,0,0
Northwest Africa 4854,H5,79.2,Found,1/1/2002,2002,,
Pecora Escarpment 02025,H5,78.99,Found,1/1/2002,2002,-85.63333,-68.7
Dominion Range 03209,H5,78.8,Found,1/1/2002,2002,,
LaPaz Icefield 02253,LL5,78.66,Found,1/1/2002,2002,-86.36667,-70
Northwest Africa 1573,L-imp melt,78,Found,1/1/2002,2002,,
Northwest Africa 1583,R3.9,78,Found,1/1/2002,2002,,
Pecora Escarpment 02020,LL5,77.98,Found,1/1/2002,2002,-85.63333,-68.7
Jiddat al Harasis 107,H6,77.87,Found,1/1/2002,2002,19.5799,56.16278
Sayh al Uhaymir 222,L6,77.78,Found,1/1/2002,2002,20.49042,57.39355
LaPaz Icefield 02410,L5,77.48,Found,1/1/2002,2002,-86.36667,-70
Coyote Dry Lake 160,H5,76.88,Found,1/1/2002,2002,35.06152,-116.76295
Dhofar 1008,L5,76.45,Found,1/1/2002,2002,18.54872,54.02702
Dhofar 1310,L5,76,Found,1/1/2002,2002,19.39333,54.595
Northwest Africa 1894,L6,76,Found,1/1/2002,2002,,
LaPaz Icefield 02381,LL5,75.96,Found,1/1/2002,2002,-86.36667,-70
MacAlpine Hills 02541,H5,75.6,Found,1/1/2002,2002,,
Sayh al Uhaymir 199,L6,75.13,Found,1/1/2002,2002,21.06528,57.2804
Sayh al Uhaymir 120,Martian (shergottite),75,Found,1/1/2002,2002,21.00333,57.32167
MacAlpine Hills 02631,H6,74.8,Found,1/1/2002,2002,-84.21667,160.5
Sayh al Uhaymir 233,H4,74.76,Found,1/1/2002,2002,20.52627,57.38598
MacAlpine Hills 02899,H6,74.73,Found,1/1/2002,2002,,
Pecora Escarpment 02021,LL6,74.57,Found,1/1/2002,2002,-85.63333,-68.7
Northwest Africa 1263,L4,74.4,Found,1/1/2002,2002,,
LaPaz Icefield 02382,Ureilite,74.32,Found,1/1/2002,2002,-86.36667,-70
Dhofar 941,L6,74,Found,1/1/2002,2002,18.58167,54.19667
Dhofar 945,H5,74,Found,1/1/2002,2002,19.095,54.73167
Queen Alexandra Range 02167,L5,73.34,Found,1/1/2002,2002,-84,168
Dominion Range 03246,L5,73.1,Found,1/1/2002,2002,,
MacAlpine Hills 02595,L5,72.9,Found,1/1/2002,2002,,
Dominion Range 03267,LL5,72.5,Found,1/1/2002,2002,,
MacAlpine Hills 02926,H5,72.35,Found,1/1/2002,2002,,
Dominion Range 03265,LL5,72.2,Found,1/1/2002,2002,,
Northwest Africa 1492,H4,72.2,Found,1/1/2002,2002,,
Dominion Range 03266,L5,72.1,Found,1/1/2002,2002,,
Northwest Africa 1258,L5/6,72,Found,1/1/2002,2002,,
MacAlpine Hills 02670,H5,71.55,Found,1/1/2002,2002,,
Northwest Africa 1987,H,71.1,Found,1/1/2002,2002,,
Sayh al Uhaymir 268,H4-6,71.1,Found,1/1/2002,2002,20.72628,57.15972
Northwest Africa 1649,Eucrite-pmict,70.8,Found,1/1/2002,2002,,
Northwest Africa 1856,H6,70.8,Found,1/1/2002,2002,,
Pecora Escarpment 02010,CM2,70.8,Found,1/1/2002,2002,-85.63333,-68.7
Jiddat al Harasis 400,H4,70.758,Found,1/1/2002,2002,19.96975,56.41717
Sayh al Uhaymir 145,H5,70.29,Found,1/1/2002,2002,21.04833,57.30917
Dominion Range 03206,H4,70.2,Found,1/1/2002,2002,,
Northwest Africa 1460,Martian (shergottite),70.2,Found,1/1/2002,2002,,
Acfer 358,H6,70,Found,1/1/2002,2002,27.76667,4.41667
Northwest Africa 1813,Eucrite-pmict,70,Found,1/1/2002,2002,,
Northwest Africa 3005,L3,70,Found,1/1/2002,2002,,
Northwest Africa 3053,H4-6,70,Found,1/1/2002,2002,,
Quartzsite,L4,69.7,Found,1/1/2002,2002,33.68085,-114.1958
Dominion Range 03239,L6,69.5,Found,1/1/2002,2002,,
Northwest Africa 1899,LL4,69,Found,1/1/2002,2002,,
Northwest Africa 5021,L4,68.6,Found,1/1/2002,2002,,
Northwest Africa 1652,L-imp melt,68.3,Found,1/1/2002,2002,,
Northwest Africa 1756,LL3.10,68.2,Found,1/1/2002,2002,,
LaPaz Icefield 02248,LL5,68.02,Found,1/1/2002,2002,-86.36667,-70
Acfer 360,Ureilite,68,Found,1/1/2002,2002,27.48333,3.76667
Dhofar 952,H6,68,Found,1/1/2002,2002,19.065,54.76167
Northwest Africa 3006,LL(L)3,68,Found,1/1/2002,2002,,
Dominion Range 03205,H5,67.6,Found,1/1/2002,2002,,
Pecora Escarpment 01034,L6,67.6,Found,1/1/2002,2002,-85.68493,-68.82632
Dominion Range 03242,H5,67.2,Found,1/1/2002,2002,,
Pecora Escarpment 02023,LL6,67.11,Found,1/1/2002,2002,-85.63333,-68.7
Acfer 359,H6,67,Found,1/1/2002,2002,27.7,4.48333
Dhofar 937,L5,67,Found,1/1/2002,2002,19.18167,54.57833
MacAlpine Hills 02835,H6,66.7,Found,1/1/2002,2002,-84.21667,160.5
Sayh al Uhaymir 109,H5,66,Found,1/1/2002,2002,21.085,57.28
Dominion Range 03207,H5,65.7,Found,1/1/2002,2002,,
MacAlpine Hills 02925,H5,65.5,Found,1/1/2002,2002,,
LaPaz Icefield 02340,LL5,65.44,Found,1/1/2002,2002,-86.36667,-70
MacAlpine Hills 02929,L4,65.11,Found,1/1/2002,2002,,
Northwest Africa 2252,H6,65,Found,1/1/2002,2002,27.81667,-7.85
Northwest Africa 2268,Eucrite,65,Found,1/1/2002,2002,28.23333,-7.88333
Tanezrouft 061,L3.9,65,Found,1/1/2002,2002,25.3,0.2
Northwest Africa 1249,L3.8-6,64.8,Found,1/1/2002,2002,,
Northwest Africa 1997,L3/4,64.7,Found,1/1/2002,2002,,
Sandford Cliffs 03498,H5,64.4,Found,1/1/2002,2002,,
Sandford Cliffs 03493,LL6,64.2,Found,1/1/2002,2002,,
MacAlpine Hills 02594,L4,64.02,Found,1/1/2002,2002,,
Dhofar 1015,EH4,63.53,Found,1/1/2002,2002,18.55907,54.08162
Sayh al Uhaymir 244,H4-6,63.05,Found,1/1/2002,2002,20.568,57.37422
MacAlpine Hills 02836,H6,63,Found,1/1/2002,2002,-84.21667,160.5
Northwest Africa 1800,H4/5,62.8,Found,1/1/2002,2002,,
Pecora Escarpment 01014,LL5,62.8,Found,1/1/2002,2002,-85.68735,-68.88643
MacAlpine Hills 02509,L3,62.41,Found,1/1/2002,2002,,
Northwest Africa 1269,L5,62.2,Found,1/1/2002,2002,,
Hezma,L5/6,62,Found,1/1/2002,2002,33.25,10.46667
Dominion Range 03269,LL5,61.8,Found,1/1/2002,2002,,
Northwest Africa 2261,L6,61.8,Found,1/1/2002,2002,27.73333,-7.85
Sayh al Uhaymir 232,H5,60.92,Found,1/1/2002,2002,20.51677,57.3651
Queen Alexandra Range 02166,H5,60.66,Found,1/1/2002,2002,-84,168
Sandford Cliffs 03492,L5,60.5,Found,1/1/2002,2002,,
LaPaz Icefield 02264,L5,60.33,Found,1/1/2002,2002,-86.36667,-70
Dar al Gani 986,H5,60,Found,1/1/2002,2002,27.01933,16.51333
Fountain Hills,CBa,60,Found,1/1/2002,2002,33.61,-111.72
Northwest Africa 2867,CK4,60,Found,1/1/2002,2002,,
Jiddat al Harasis 084,CO3,59.47,Found,1/1/2002,2002,19.65518,55.75308
Jiddat al Harasis 105,H6,59.41,Found,1/1/2002,2002,19.17935,56.11777
Northwest Africa 1985,L5/6,59.2,Found,1/1/2002,2002,,
LaPaz Icefield 02436,Lunar (basalt),59,Found,1/1/2002,2002,-86.36667,-70
Pecora Escarpment 02012,CM2,58.9,Found,1/1/2002,2002,-85.63333,-68.7
Queen Alexandra Range 02169,LL4,58.48,Found,1/1/2002,2002,-84,168
MacAlpine Hills 02590,LL6,58.3,Found,1/1/2002,2002,,
MacAlpine Hills 02597,L5,58.15,Found,1/1/2002,2002,,
MacAlpine Hills 02705,H5,57.97,Found,1/1/2002,2002,-84.21667,160.5
Northwest Africa 2021,H6,57.6,Found,1/1/2002,2002,0,0
Pecora Escarpment 02066,Howardite,57.07,Found,1/1/2002,2002,,
Northwest Africa 2022,L6,57,Found,1/1/2002,2002,0,0
Sayh al Uhaymir 274,L4,56.75,Found,1/1/2002,2002,20.8131,57.33018
MacAlpine Hills 02495,L4,56.51,Found,1/1/2002,2002,,
LaPaz Icefield 02352,LL6,56.34,Found,1/1/2002,2002,,
Northwest Africa 2183,H3-5,56,Found,1/1/2002,2002,,
MacAlpine Hills 02678,H5,55.68,Found,1/1/2002,2002,,
MacAlpine Hills 02829,H5,55.07,Found,1/1/2002,2002,,
LaPaz Icefield 02418,LL5,54.63,Found,1/1/2002,2002,-86.36667,-70
LaPaz Icefield 02259,LL5,54.55,Found,1/1/2002,2002,-86.36667,-70
MacAlpine Hills 02538,L5,54.5,Found,1/1/2002,2002,-84.21667,160.5
Dominion Range 03238,CO3,54.2,Found,1/1/2002,2002,,
MacAlpine Hills 02460,LL6,54.2,Found,1/1/2002,2002,-84.21667,160.5
Northwest Africa 2321,L~6,54.2,Found,1/1/2002,2002,,
Dominion Range 03221,H5,53.9,Found,1/1/2002,2002,,
